# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LOC17898220	gene-LOC17898220	XM_006304121.2	protein_coding	0	0	0	430	0	0	0	0	0	0	0	177	0	0	0	0	63	0	0	0	0	0	0	0	0	0	190
LOC17898244	gene-LOC17898244	XM_006305421.2	protein_coding	0	0	0	357	0	0	0	0	0	0	0	118	0	0	0	0	70	0	0	0	0	0	0	0	0	0	169
LOC17898246	gene-LOC17898246	XM_006304458.2	protein_coding	0	0	0	203	0	0	0	0	0	0	0	73	0	0	0	0	23	0	0	0	0	0	0	0	0	0	107
LOC17898297	gene-LOC17898297	XM_006303528.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC17898297	gene-LOC17898297	XM_023777465.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC17898307	gene-LOC17898307	XM_006306306.2	protein_coding	0	0	0	202	0	0	0	0	0	0	0	55	0	0	0	0	18	0	0	0	0	0	0	0	0	0	129
LOC17898317	gene-LOC17898317	XM_006303335.2	protein_coding	0	0	0	256	0	0	0	0	0	0	0	97	0	0	0	0	24	0	0	0	0	0	0	0	0	0	135
LOC17898355	gene-LOC17898355	XM_006306285.2	protein_coding	0	0	0	291	0	0	0	0	0	0	0	193	0	0	0	0	62	0	0	0	0	0	0	0	0	0	36
LOC17898373	gene-LOC17898373	XM_006306468.2	protein_coding	0	0	0	396	0	0	0	0	0	0	0	129	0	0	0	0	82	0	0	0	0	0	0	0	0	0	185
LOC17898376	gene-LOC17898376	XM_006307287.2	protein_coding	0	0	0	305	0	0	0	0	0	0	0	29	0	0	0	0	91	0	0	0	0	0	0	0	0	0	185
LOC17898381	gene-LOC17898381	XM_006304158.2	protein_coding	0	0	0	387	0	0	0	0	0	0	0	144	0	0	0	0	75	0	0	0	0	0	0	0	0	0	168
LOC17898396	gene-LOC17898396	XM_006306071.2	protein_coding	0	0	0	226	0	0	0	0	0	0	0	103	0	0	0	0	28	0	0	0	0	0	0	0	0	0	95
LOC17898404	gene-LOC17898404	XM_006305596.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17898420	gene-LOC17898420	XM_006303226.2	protein_coding	0	0	0	185	0	0	0	0	0	0	0	134	0	0	0	0	33	0	0	0	0	0	0	0	0	0	18
LOC17898424	gene-LOC17898424	XM_006306748.2	protein_coding	0	0	0	221	0	0	0	0	0	0	0	59	0	0	0	0	48	0	0	0	0	0	0	0	0	0	114
LOC17898424	gene-LOC17898424	XM_023789272.1	protein_coding	0	0	0	224	0	0	0	0	0	0	0	59	0	0	0	0	48	0	0	0	0	0	0	0	0	0	117
LOC17898424	gene-LOC17898424	XM_023789273.1	protein_coding	0	0	0	224	0	0	0	0	0	0	0	59	0	0	0	0	48	0	0	0	0	0	0	0	0	0	117
LOC17898445	gene-LOC17898445	XM_006305552.2	protein_coding	0	0	0	334	0	0	0	0	0	0	0	123	0	0	0	0	67	0	0	0	0	0	0	0	0	0	144
LOC17898455	gene-LOC17898455	XM_023789488.1	protein_coding	0	0	0	368	0	0	0	0	0	0	0	155	0	0	0	0	36	0	0	0	0	0	0	0	0	0	177
LOC17898463	gene-LOC17898463	XM_006307065.2	protein_coding	0	0	0	422	0	0	0	0	0	0	0	144	0	0	0	0	89	0	0	0	0	0	0	0	0	0	189
LOC17898463	gene-LOC17898463	XM_023789409.1	protein_coding	0	0	0	418	0	0	0	0	0	0	0	144	0	0	0	0	85	0	0	0	0	0	0	0	0	0	189
LOC17898472	gene-LOC17898472	XM_023789602.1	protein_coding	0	0	0	257	0	0	0	0	0	0	0	114	0	0	0	0	77	0	0	0	0	0	0	0	0	0	66
LOC17898504	gene-LOC17898504	XM_006306876.2	protein_coding	0	0	0	176	0	0	0	0	0	0	0	76	0	0	0	0	33	0	0	0	0	0	0	0	0	0	67
LOC17898510	gene-LOC17898510	XM_006305303.2	protein_coding	0	0	0	325	0	0	0	0	0	0	0	147	0	0	0	0	47	0	0	0	0	0	0	0	0	0	131
LOC17898527	gene-LOC17898527	XM_006303710.2	protein_coding	0	0	0	368	0	0	0	0	0	0	0	154	0	0	0	0	26	0	0	0	0	0	0	0	0	0	188
LOC17898530	gene-LOC17898530	XM_006303536.2	protein_coding	0	0	0	397	0	0	0	0	0	0	0	162	0	0	0	0	65	0	0	0	0	0	0	0	0	0	170
LOC17898533	gene-LOC17898533	XM_006304222.2	protein_coding	0	0	0	399	0	0	0	0	0	0	0	158	0	0	0	0	42	0	0	0	0	0	0	0	0	0	199
LOC17898558	gene-LOC17898558	XM_006304349.1	protein_coding	0	0	0	329	0	0	0	0	0	0	0	178	0	0	0	0	3	0	0	0	0	0	0	0	0	0	148
LOC17898592	gene-LOC17898592	XM_006305730.2	protein_coding	0	0	0	326	0	0	0	0	0	0	0	130	0	0	0	0	34	0	0	0	0	0	0	0	0	0	162
LOC17898603	gene-LOC17898603	XM_006306419.2	protein_coding	0	0	0	317	0	0	0	0	0	0	0	135	0	0	0	0	64	0	0	0	0	0	0	0	0	0	118
LOC17898603	gene-LOC17898603	XM_023777458.1	protein_coding	0	0	0	314	0	0	0	0	0	0	0	135	0	0	0	0	61	0	0	0	0	0	0	0	0	0	118
LOC17898623	gene-LOC17898623	XM_006307578.2	protein_coding	0	0	0	344	0	0	0	0	0	0	0	154	0	0	0	0	56	0	0	0	0	0	0	0	0	0	134
LOC17898625	gene-LOC17898625	XM_006305274.2	protein_coding	0	0	0	295	0	0	0	0	0	0	0	68	0	0	0	0	51	0	0	0	0	0	0	0	0	0	176
LOC17898631	gene-LOC17898631	XM_023788832.1	protein_coding	0	0	0	361	0	0	0	0	0	0	0	154	0	0	0	0	55	0	0	0	0	0	0	0	0	0	152
LOC17898631	gene-LOC17898631	XM_023788833.1	protein_coding	0	0	0	361	0	0	0	0	0	0	0	154	0	0	0	0	55	0	0	0	0	0	0	0	0	0	152
LOC17898644	gene-LOC17898644	XM_006304000.2	protein_coding	0	0	0	265	0	0	0	0	0	0	0	129	0	0	0	0	40	0	0	0	0	0	0	0	0	0	96
LOC17898649	gene-LOC17898649	XM_023788885.1	protein_coding	0	0	0	516	0	0	0	0	0	0	0	190	0	0	0	0	158	0	0	0	0	0	0	0	0	0	168
LOC17898659	gene-LOC17898659	XM_006306955.2	protein_coding	0	0	0	204	0	0	0	0	0	0	0	66	0	0	0	0	41	0	0	0	0	0	0	0	0	0	97
LOC17898659	gene-LOC17898659	XR_002835498.1		0	0	0	203	0	0	0	0	0	0	0	66	0	0	0	0	40	0	0	0	0	0	0	0	0	0	97
LOC17898669	gene-LOC17898669	XM_006304323.2	protein_coding	0	0	0	293	0	0	0	0	0	0	0	80	0	0	0	0	36	0	0	0	0	0	0	0	0	0	177
LOC17898674	gene-LOC17898674	XM_006303115.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
LOC17898679	gene-LOC17898679	XM_006306607.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
LOC17898737	gene-LOC17898737	XM_006303597.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC17898738	gene-LOC17898738	XM_006306232.2	protein_coding	0	0	0	457	0	0	0	0	0	0	0	143	0	0	0	0	82	0	0	0	0	0	0	0	0	0	232
LOC17898746	gene-LOC17898746	XM_023789346.1	protein_coding	0	0	0	420	0	0	0	0	0	0	0	200	0	0	0	0	60	0	0	0	0	0	0	0	0	0	160
LOC17898746	gene-LOC17898746	XM_023789347.1	protein_coding	0	0	0	420	0	0	0	0	0	0	0	200	0	0	0	0	60	0	0	0	0	0	0	0	0	0	160
LOC17898751	gene-LOC17898751	XM_006306418.2	protein_coding	0	0	0	222	0	0	0	0	0	0	0	27	0	0	0	0	21	0	0	0	0	0	0	0	0	0	174
LOC17898757	gene-LOC17898757	XM_006303318.2	protein_coding	0	0	0	286	0	0	0	0	0	0	0	62	0	0	0	0	46	0	0	0	0	0	0	0	0	0	178
LOC17898786	gene-LOC17898786	XM_023777154.1	protein_coding	0	0	0	271	0	0	0	0	0	0	0	101	0	0	0	0	49	0	0	0	0	0	0	0	0	0	121
LOC17898786	gene-LOC17898786	XM_023777155.1	protein_coding	0	0	0	272	0	0	0	0	0	0	0	101	0	0	0	0	65	0	0	0	0	0	0	0	0	0	106
LOC17898846	gene-LOC17898846	XM_006307558.2	protein_coding	0	0	0	341	0	0	0	0	0	0	0	168	0	0	0	0	24	0	0	0	0	0	0	0	0	0	149
LOC17898849	gene-LOC17898849	XM_006305362.2	protein_coding	0	0	0	318	0	0	0	0	0	0	0	148	0	0	0	0	66	0	0	0	0	0	0	0	0	0	104
LOC17898880	gene-LOC17898880	XM_006305995.2	protein_coding	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
LOC17898882	gene-LOC17898882	XM_006304865.2	protein_coding	0	0	0	327	0	0	0	0	0	0	0	160	0	0	0	0	76	0	0	0	0	0	0	0	0	0	91
LOC17898894	gene-LOC17898894	XM_006307313.2	protein_coding	0	0	0	257	0	0	0	0	0	0	0	142	0	0	0	0	44	0	0	0	0	0	0	0	0	0	71
LOC17898906	gene-LOC17898906	XM_023777316.1	protein_coding	0	0	0	285	0	0	0	0	0	0	0	140	0	0	0	0	17	0	0	0	0	0	0	0	0	0	128
LOC17898929	gene-LOC17898929	XM_006304905.2	protein_coding	0	0	0	196	0	0	0	0	0	0	0	60	0	0	0	0	31	0	0	0	0	0	0	0	0	0	105
LOC17898938	gene-LOC17898938	XM_006306271.2	protein_coding	0	0	0	319	0	0	0	0	0	0	0	130	0	0	0	0	42	0	0	0	0	0	0	0	0	0	147
LOC17898938	gene-LOC17898938	XM_023788998.1	protein_coding	0	0	0	316	0	0	0	0	0	0	0	132	0	0	0	0	37	0	0	0	0	0	0	0	0	0	147
LOC17898969	gene-LOC17898969	XM_006304779.2	protein_coding	0	0	0	355	0	0	0	0	0	0	0	178	0	0	0	0	50	0	0	0	0	0	0	0	0	0	127
LOC17898973	gene-LOC17898973	XM_006305758.2	protein_coding	0	0	0	299	0	0	0	0	0	0	0	119	0	0	0	0	51	0	0	0	0	0	0	0	0	0	129
LOC17899003	gene-LOC17899003	XM_023789254.1	protein_coding	0	0	0	192	0	0	0	0	0	0	0	74	0	0	0	0	31	0	0	0	0	0	0	0	0	0	87
LOC17899003	gene-LOC17899003	XM_023789255.1	protein_coding	0	0	0	192	0	0	0	0	0	0	0	74	0	0	0	0	34	0	0	0	0	0	0	0	0	0	84
LOC17899003	gene-LOC17899003	XM_023789256.1	protein_coding	0	0	0	194	0	0	0	0	0	0	0	74	0	0	0	0	42	0	0	0	0	0	0	0	0	0	78
LOC17899003	gene-LOC17899003	XM_023789257.1	protein_coding	0	0	0	195	0	0	0	0	0	0	0	74	0	0	0	0	49	0	0	0	0	0	0	0	0	0	72
LOC17899003	gene-LOC17899003	XR_002835369.1		0	0	0	200	0	0	0	0	0	0	0	71	0	0	0	0	42	0	0	0	0	0	0	0	0	0	87
LOC17899003	gene-LOC17899003	XR_002835370.1		0	0	0	200	0	0	0	0	0	0	0	71	0	0	0	0	42	0	0	0	0	0	0	0	0	0	87
LOC17899004	gene-LOC17899004	XM_023777036.1	protein_coding	0	0	0	374	0	0	0	0	0	0	0	179	0	0	0	0	74	0	0	0	0	0	0	0	0	0	121
LOC17899013	gene-LOC17899013	XM_006306865.2	protein_coding	0	0	0	320	0	0	0	0	0	0	0	134	0	0	0	0	44	0	0	0	0	0	0	0	0	0	142
LOC17899018	gene-LOC17899018	XM_006307620.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899030	gene-LOC17899030	XM_023789473.1	protein_coding	0	0	0	407	0	0	0	0	0	0	0	158	0	0	0	0	71	0	0	0	0	0	0	0	0	0	178
LOC17899033	gene-LOC17899033	XM_006305093.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899040	gene-LOC17899040	XM_006305766.1	protein_coding	0	0	0	246	0	0	0	0	0	0	0	139	0	0	0	0	19	0	0	0	0	0	0	0	0	0	88
LOC17899043	gene-LOC17899043	XM_006305113.2	protein_coding	0	0	0	472	0	0	0	0	0	0	0	178	0	0	0	0	80	0	0	0	0	0	0	0	0	0	214
LOC17899060	gene-LOC17899060	XM_006306027.1	protein_coding	0	0	0	216	0	0	0	0	0	0	0	79	0	0	0	0	3	0	0	0	0	0	0	0	0	0	134
LOC17899080	gene-LOC17899080	XM_006307504.2	protein_coding	0	0	0	351	0	0	0	0	0	0	0	160	0	0	0	0	33	0	0	0	0	0	0	0	0	0	158
LOC17899085	gene-LOC17899085	XM_006303977.2	protein_coding	0	0	0	368	0	0	0	0	0	0	0	95	0	0	0	0	65	0	0	0	0	0	0	0	0	0	208
LOC17899089	gene-LOC17899089	XM_006304324.1	protein_coding	0	0	0	344	0	0	0	0	0	0	0	244	0	0	0	0	10	0	0	0	0	0	0	0	0	0	90
LOC17899092	gene-LOC17899092	XM_006306847.2	protein_coding	0	0	0	305	0	0	0	0	0	0	0	90	0	0	0	0	101	0	0	0	0	0	0	0	0	0	114
LOC17899092	gene-LOC17899092	XM_023789781.1	protein_coding	0	0	0	305	0	0	0	0	0	0	0	90	0	0	0	0	101	0	0	0	0	0	0	0	0	0	114
LOC17899092	gene-LOC17899092	XM_023789782.1	protein_coding	0	0	0	305	0	0	0	0	0	0	0	90	0	0	0	0	101	0	0	0	0	0	0	0	0	0	114
LOC17899092	gene-LOC17899092	XM_023789783.1	protein_coding	0	0	0	305	0	0	0	0	0	0	0	89	0	0	0	0	102	0	0	0	0	0	0	0	0	0	114
LOC17899121	gene-LOC17899121	XM_006305689.2	protein_coding	0	0	0	390	0	0	0	0	0	0	0	166	0	0	0	0	28	0	0	0	0	0	0	0	0	0	196
LOC17899125	gene-LOC17899125	XM_023790011.1	protein_coding	0	0	0	150	0	0	0	0	0	0	0	86	0	0	0	0	14	0	0	0	0	0	0	0	0	0	50
LOC17899136	gene-LOC17899136	XM_006304194.2	protein_coding	0	0	0	272	0	0	0	0	0	0	0	152	0	0	0	0	31	0	0	0	0	0	0	0	0	0	89
LOC17899142	gene-LOC17899142	XM_023789243.1	protein_coding	0	0	0	218	0	0	0	0	0	0	0	93	0	0	0	0	45	0	0	0	0	0	0	0	0	0	80
LOC17899149	gene-LOC17899149	XM_023777464.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899160	gene-LOC17899160	XM_006306877.2	protein_coding	0	0	0	207	0	0	0	0	0	0	0	102	0	0	0	0	45	0	0	0	0	0	0	0	0	0	60
LOC17899174	gene-LOC17899174	XM_006303690.2	protein_coding	0	0	0	308	0	0	0	0	0	0	0	105	0	0	0	0	26	0	0	0	0	0	0	0	0	0	177
LOC17899251	gene-LOC17899251	XM_006306903.2	protein_coding	0	0	0	369	0	0	0	0	0	0	0	154	0	0	0	0	42	0	0	0	0	0	0	0	0	0	173
LOC17899259	gene-LOC17899259	XM_023789229.1	protein_coding	0	0	0	339	0	0	0	0	0	0	0	179	0	0	0	0	55	0	0	0	0	0	0	0	0	0	105
LOC17899259	gene-LOC17899259	XR_002835367.1		0	0	0	360	0	0	0	0	0	0	0	173	0	0	0	0	82	0	0	0	0	0	0	0	0	0	105
LOC17899287	gene-LOC17899287	XM_023789118.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899287	gene-LOC17899287	XM_023789119.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899295	gene-LOC17899295	XM_006306119.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899320	gene-LOC17899320	XM_006303834.2	protein_coding	0	0	0	340	0	0	0	0	0	0	0	143	0	0	0	0	70	0	0	0	0	0	0	0	0	0	127
LOC17899320	gene-LOC17899320	XM_023776992.1	protein_coding	0	0	0	332	0	0	0	0	0	0	0	143	0	0	0	0	46	0	0	0	0	0	0	0	0	0	143
LOC17899320	gene-LOC17899320	XM_023776993.1	protein_coding	0	0	0	327	0	0	0	0	0	0	0	134	0	0	0	0	66	0	0	0	0	0	0	0	0	0	127
LOC17899327	gene-LOC17899327	XM_006306086.2	protein_coding	0	0	0	304	0	0	0	0	0	0	0	99	0	0	0	0	64	0	0	0	0	0	0	0	0	0	141
LOC17899354	gene-LOC17899354	XM_006303148.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
LOC17899354	gene-LOC17899354	XM_023790276.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
LOC17899361	gene-LOC17899361	XM_006304730.2	protein_coding	0	0	0	438	0	0	0	0	0	0	0	179	0	0	0	0	73	0	0	0	0	0	0	0	0	0	186
LOC17899382	gene-LOC17899382	XM_006305002.2	protein_coding	0	0	0	186	0	0	0	0	0	0	0	71	0	0	0	0	36	0	0	0	0	0	0	0	0	0	79
LOC17899394	gene-LOC17899394	XM_006304707.2	protein_coding	0	0	0	247	0	0	0	0	0	0	0	83	0	0	0	0	6	0	0	0	0	0	0	0	0	0	158
LOC17899402	gene-LOC17899402	XM_006305962.2	protein_coding	0	0	0	269	0	0	0	0	0	0	0	151	0	0	0	0	29	0	0	0	0	0	0	0	0	0	89
LOC17899435	gene-LOC17899435	XM_006304122.2	protein_coding	0	0	0	291	0	0	0	0	0	0	0	101	0	0	0	0	39	0	0	0	0	0	0	0	0	0	151
LOC17899437	gene-LOC17899437	XM_006306289.2	protein_coding	0	0	0	380	0	0	0	0	0	0	0	172	0	0	0	0	99	0	0	0	0	0	0	0	0	0	109
LOC17899443	gene-LOC17899443	XM_006306444.2	protein_coding	0	0	0	276	0	0	0	0	0	0	0	161	0	0	0	0	64	0	0	0	0	0	0	0	0	0	51
LOC17899445	LOC17899445	gene-LOC17899445	pseudogene	0	3	0	228	0	0	0	0	0	0	0	100	0	9	0	6	0	0	0	3	0	0	0	0	0	0	116
LOC17899485	gene-LOC17899485	XM_006304418.2	protein_coding	0	0	0	175	0	0	0	0	0	0	0	123	0	0	0	0	15	0	0	0	0	0	0	0	0	0	37
LOC17899488	gene-LOC17899488	XM_023777144.1	protein_coding	0	0	0	349	0	0	0	0	0	0	0	146	0	0	0	0	63	0	0	0	0	0	0	0	0	0	140
LOC17899488	gene-LOC17899488	XM_023777145.1	protein_coding	0	0	0	318	0	0	0	0	0	0	0	146	0	0	0	0	43	0	0	0	0	0	0	0	0	0	129
LOC17899489	gene-LOC17899489	XM_023789194.1	protein_coding	0	0	0	313	0	0	0	0	0	0	0	129	0	0	0	0	30	0	0	0	0	0	0	0	0	0	154
LOC17899491	gene-LOC17899491	XM_006307233.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899494	gene-LOC17899494	XM_006306943.2	protein_coding	0	0	0	210	0	0	0	0	0	0	0	68	0	0	0	0	50	0	0	0	0	0	0	0	0	0	92
LOC17899494	gene-LOC17899494	XR_002835415.1		0	0	0	211	0	0	0	0	0	0	0	67	0	0	0	0	52	0	0	0	0	0	0	0	0	0	92
LOC17899527	gene-LOC17899527	XM_006303394.2	protein_coding	0	0	0	418	0	0	0	0	0	0	0	126	0	0	0	0	161	0	0	0	0	0	0	0	0	0	131
LOC17899530	gene-LOC17899530	XM_006305850.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC17899530	gene-LOC17899530	XM_023776941.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC17899530	gene-LOC17899530	XM_023776942.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC17899530	gene-LOC17899530	XM_023776943.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC17899530	gene-LOC17899530	XM_023776944.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC17899548	gene-LOC17899548	XM_006303496.2	protein_coding	0	0	0	247	0	0	0	0	0	0	0	67	0	0	0	0	49	0	0	0	0	0	0	0	0	0	131
LOC17899553	gene-LOC17899553	XM_006303654.2	protein_coding	0	0	0	309	0	0	0	0	0	0	0	145	0	0	0	0	70	0	0	0	0	0	0	0	0	0	94
LOC17899553	gene-LOC17899553	XM_023777451.1	protein_coding	0	0	0	309	0	0	0	0	0	0	0	145	0	0	0	0	70	0	0	0	0	0	0	0	0	0	94
LOC17899556	gene-LOC17899556	XM_006305918.2	protein_coding	0	0	0	267	0	0	0	0	0	0	0	125	0	0	0	0	30	0	0	0	0	0	0	0	0	0	112
LOC17899558	gene-LOC17899558	XM_006305039.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
LOC17899558	gene-LOC17899558	XM_023789519.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
LOC17899558	gene-LOC17899558	XM_023789520.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
LOC17899583	gene-LOC17899583	XM_006307115.2	protein_coding	0	0	0	419	0	0	0	0	0	0	0	162	0	0	0	0	108	0	0	0	0	0	0	0	0	0	149
LOC17899583	gene-LOC17899583	XM_023789365.1	protein_coding	0	0	0	419	0	0	0	0	0	0	0	162	0	0	0	0	108	0	0	0	0	0	0	0	0	0	149
LOC17899601	gene-LOC17899601	XM_006304929.2	protein_coding	0	0	0	348	0	0	0	0	0	0	0	120	0	0	0	0	97	0	0	0	0	0	0	0	0	0	131
LOC17899605	gene-LOC17899605	XM_006306023.2	protein_coding	0	0	0	185	0	0	0	0	0	0	0	125	0	0	0	0	2	0	0	0	0	0	0	0	0	0	58
LOC17899611	gene-LOC17899611	XM_006304983.2	protein_coding	0	0	0	394	0	0	0	0	0	0	0	133	0	0	0	0	86	0	0	0	0	0	0	0	0	0	175
LOC17899630	gene-LOC17899630	XM_006305535.2	protein_coding	0	0	0	313	0	0	0	0	0	0	0	127	0	0	0	0	43	0	0	0	0	0	0	0	0	0	143
LOC17899631	gene-LOC17899631	XM_006305982.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899660	gene-LOC17899660	XM_006303800.2	protein_coding	0	0	0	269	0	0	0	0	0	0	0	95	0	0	0	0	82	0	0	0	0	0	0	0	0	0	92
LOC17899660	gene-LOC17899660	XM_023776957.1	protein_coding	0	0	0	263	0	0	0	0	0	0	0	95	0	0	0	0	60	0	0	0	0	0	0	0	0	0	108
LOC17899665	gene-LOC17899665	XM_006307653.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899702	gene-LOC17899702	XM_006306559.2	protein_coding	0	0	0	366	0	0	0	0	0	0	0	133	0	0	0	0	75	0	0	0	0	0	0	0	0	0	158
LOC17899702	gene-LOC17899702	XM_023789271.1	protein_coding	0	0	0	366	0	0	0	0	0	0	0	133	0	0	0	0	75	0	0	0	0	0	0	0	0	0	158
LOC17899702	gene-LOC17899702	XR_002835374.1		0	0	0	366	0	0	0	0	0	0	0	133	0	0	0	0	75	0	0	0	0	0	0	0	0	0	158
LOC17899702	gene-LOC17899702	XR_002835375.1		0	0	0	368	0	0	0	0	0	0	0	134	0	0	0	0	76	0	0	0	0	0	0	0	0	0	158
LOC17899702	gene-LOC17899702	XR_002835376.1		0	0	0	368	0	0	0	0	0	0	0	134	0	0	0	0	76	0	0	0	0	0	0	0	0	0	158
LOC17899717	gene-LOC17899717	XM_023789366.1	protein_coding	0	0	0	350	0	0	0	0	0	0	0	96	0	0	0	0	114	0	0	0	0	0	0	0	0	0	140
LOC17899717	gene-LOC17899717	XM_023789367.1	protein_coding	0	0	0	325	0	0	0	0	0	0	0	96	0	0	0	0	103	0	0	0	0	0	0	0	0	0	126
LOC17899740	gene-LOC17899740	XM_006305470.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC17899766	gene-LOC17899766	XM_006306241.2	protein_coding	0	0	0	315	0	0	0	0	0	0	0	91	0	0	0	0	59	0	0	0	0	0	0	0	0	0	165
LOC17899769	gene-LOC17899769	XM_006304628.2	protein_coding	0	0	0	379	0	0	0	0	0	0	0	123	0	0	0	0	107	0	0	0	0	0	0	0	0	0	149
LOC17899769	gene-LOC17899769	XM_023788620.1	protein_coding	0	0	0	381	0	0	0	0	0	0	0	125	0	0	0	0	107	0	0	0	0	0	0	0	0	0	149
LOC17899793	gene-LOC17899793	XM_006307221.2	protein_coding	0	0	0	330	0	0	0	0	0	0	0	179	0	0	0	0	66	0	0	0	0	0	0	0	0	0	85
LOC17899805	gene-LOC17899805	XM_006306262.2	protein_coding	0	0	0	398	0	0	0	0	0	0	0	147	0	0	0	0	79	0	0	0	0	0	0	0	0	0	172
LOC17899805	gene-LOC17899805	XM_023788887.1	protein_coding	0	0	0	393	0	0	0	0	0	0	0	144	0	0	0	0	77	0	0	0	0	0	0	0	0	0	172
LOC17899805	gene-LOC17899805	XM_023788888.1	protein_coding	0	0	0	398	0	0	0	0	0	0	0	147	0	0	0	0	79	0	0	0	0	0	0	0	0	0	172
LOC17899805	gene-LOC17899805	XM_023788889.1	protein_coding	0	0	0	313	0	0	0	0	0	0	0	101	0	0	0	0	40	0	0	0	0	0	0	0	0	0	172
LOC17899833	gene-LOC17899833	XM_006303715.2	protein_coding	0	0	0	397	0	0	0	0	0	0	0	150	0	0	0	0	118	0	0	0	0	0	0	0	0	0	129
LOC17899850	gene-LOC17899850	XM_023776776.1	protein_coding	0	0	0	353	0	0	0	0	0	0	0	177	0	0	0	0	24	0	0	0	0	0	0	0	0	0	152
LOC17899850	gene-LOC17899850	XM_023776777.1	protein_coding	0	0	0	353	0	0	0	0	0	0	0	177	0	0	0	0	24	0	0	0	0	0	0	0	0	0	152
